cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,HL,2.3261,0.1424,stone,14,3,2,2.1656,0.2022,0.1089,path,0.0000,0,0
10,FL,2.8094,0.1412,stone,22,5,2,2.9744,0.2022,0.1525,path,0.0238,0,0
11,HR,2.4558,-0.1419,stone,17,4,1,2.5700,-0.2022,0.1286,path,0.0197,0,0
11,FR,2.8809,-0.1415,stone,21,5,1,2.9744,-0.2022,0.1525,path,0.0238,0,0
11,HL,2.5661,0.1424,stone,18,4,2,2.5700,0.2022,0.1286,path,0.0197,0,0
11,FL,3.0494,0.1412,stone,22,5,2,2.9744,0.2022,0.1525,path,0.0000,0,0
12,HR,2.6958,-0.1419,stone,17,4,1,2.5700,-0.2022,0.1286,path,0.0000,0,0
12,FR,3.1209,-0.1415,stone,21,5,1,2.9744,-0.2022,0.1525,path,0.0000,0,0
12,HL,2.8061,0.1424,stone,22,5,2,2.9744,0.2022,0.1525,path,0.0238,0,0
12,FL,3.2894,0.1412,stone,26,6,2,3.3789,0.2022,0.1996,path,0.0471,0,0
13,HR,2.9358,-0.1419,stone,21,5,1,2.9744,-0.2022,0.1525,path,0.0238,0,0
13,FR,3.3609,-0.1415,stone,25,6,1,3.3789,-0.2022,0.1996,path,0.0471,0,0
13,HL,3.0461,0.1424,stone,22,5,2,2.9744,0.2022,0.1525,path,0.0000,0,0
13,FL,3.5294,0.1412,stone,26,6,2,3.3789,0.2022,0.1996,path,0.0000,0,0
14,HR,3.1758,-0.1419,stone,21,5,1,2.9744,-0.2022,0.1525,path,0.0000,0,0
14,FR,3.6009,-0.1415,stone,29,7,1,3.7833,-0.2022,0.1496,path,-0.0500,0,0
14,HL,3.2861,0.1424,stone,26,6,2,3.3789,0.2022,0.1996,path,0.0471,0,0
14,FL,3.7694,0.1412,stone,30,7,2,3.7833,0.2022,0.1496,path,-0.0500,0,0
15,HR,3.4158,-0.1419,stone,25,6,1,3.3789,-0.2022,0.1996,path,0.0471,0,0
15,FR,3.8409,-0.1415,stone,29,7,1,3.7833,-0.2022,0.1496,path,0.0000,0,0
15,HL,3.5261,0.1424,stone,26,6,2,3.3789,0.2022,0.1996,path,0.0000,0,0
15,FL,4.0094,0.1412,stone,30,7,2,3.7833,0.2022,0.1496,path,0.0000,0,0
16,HR,3.6558,-0.1419,stone,29,7,1,3.7833,-0.2022,0.1496,path,-0.0500,0,0
16,FR,4.0809,-0.1415,stone,29,7,1,3.7833,-0.2022,0.1496,path,0.0000,0,0
16,HL,3.7661,0.1424,stone,30,7,2,3.7833,0.2022,0.1496,path,-0.0500,0,0
16,FL,4.2494,0.1412,stone,30,7,2,3.7833,0.2022,0.1496,path,0.0000,0,0
17,HR,3.8958,-0.1419,stone,29,7,1,3.7833,-0.2022,0.1496,path,0.0000,0,0
17,HL,4.0061,0.1424,stone,30,7,2,3.7833,0.2022,0.1496,path,0.0000,0,0
18,HR,4.1358,-0.1419,stone,29,7,1,3.7833,-0.2022,0.1496,path,0.0000,0,0
18,HL,4.2461,0.1424,stone,30,7,2,3.7833,0.2022,0.1496,path,0.0000,0,0
