cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,HL,2.3261,0.1424,stone,33,5,3,2.3756,0.1478,0.2258,path,0.0458,0,0
10,FL,2.8094,0.1412,stone,39,6,3,2.6711,0.1478,0.1786,path,0.0000,0,0
11,HR,2.4558,-0.1419,stone,32,5,2,2.3756,-0.1478,0.2258,path,0.0458,0,0
11,FR,2.8809,-0.1415,stone,44,7,2,2.9667,-0.1478,0.2167,path,0.0382,0,0
11,HL,2.5661,0.1424,stone,39,6,3,2.6711,0.1478,0.1786,path,-0.0472,0,0
11,FL,3.0494,0.1412,stone,45,7,3,2.9667,0.1478,0.2167,path,0.0382,0,0
12,HR,2.6958,-0.1419,stone,38,6,2,2.6711,-0.1478,0.1786,path,-0.0472,0,0
12,FR,3.1209,-0.1415,stone,50,8,2,3.2622,-0.1478,0.2440,path,0.0272,0,0
12,HL,2.8061,0.1424,stone,39,6,3,2.6711,0.1478,0.1786,path,0.0000,0,0
12,FL,3.2894,0.1412,stone,51,8,3,3.2622,0.1478,0.2440,path,0.0272,0,0
13,HR,2.9358,-0.1419,stone,44,7,2,2.9667,-0.1478,0.2167,path,0.0382,0,0
13,FR,3.3609,-0.1415,stone,50,8,2,3.2622,-0.1478,0.2440,path,0.0000,0,0
13,HL,3.0461,0.1424,stone,45,7,3,2.9667,0.1478,0.2167,path,0.0382,0,0
13,FL,3.5294,0.1412,stone,57,9,3,3.5578,0.1478,0.2389,path,-0.0051,0,0
14,HR,3.1758,-0.1419,stone,50,8,2,3.2622,-0.1478,0.2440,path,0.0272,0,0
14,FR,3.6009,-0.1415,stone,56,9,2,3.5578,-0.1478,0.2389,path,-0.0051,0,0
14,HL,3.2861,0.1424,stone,51,8,3,3.2622,0.1478,0.2440,path,0.0272,0,0
14,FL,3.7694,0.1412,stone,63,10,3,3.8533,0.1478,0.2555,path,0.0166,0,0
15,HR,3.4158,-0.1419,stone,56,9,2,3.5578,-0.1478,0.2389,path,-0.0051,0,0
15,FR,3.8409,-0.1415,stone,62,10,2,3.8533,-0.1478,0.2555,path,0.0166,0,0
15,HL,3.5261,0.1424,stone,57,9,3,3.5578,0.1478,0.2389,path,-0.0051,0,0
15,FL,4.0094,0.1412,stone,63,10,3,3.8533,0.1478,0.2555,path,0.0000,0,0
16,HR,3.6558,-0.1419,stone,56,9,2,3.5578,-0.1478,0.2389,path,0.0000,0,0
16,FR,4.0809,-0.1415,stone,62,10,2,3.8533,-0.1478,0.2555,path,0.0000,0,0
16,HL,3.7661,0.1424,stone,63,10,3,3.8533,0.1478,0.2555,path,0.0166,0,0
16,FL,4.2494,0.1412,stone,63,10,3,3.8533,0.1478,0.2555,path,0.0000,0,0
17,HR,3.8958,-0.1419,stone,62,10,2,3.8533,-0.1478,0.2555,path,0.0166,0,0
17,HL,4.0061,0.1424,stone,63,10,3,3.8533,0.1478,0.2555,path,0.0000,0,0
18,HR,4.1358,-0.1419,stone,62,10,2,3.8533,-0.1478,0.2555,path,0.0000,0,0
18,HL,4.2461,0.1424,stone,63,10,3,3.8533,0.1478,0.2555,path,0.0000,0,0
